,CUSTNO,ZIP,ORDER_NO,PRODUCT_NO,PRODUCT_CATEGORY_ID,CHANNEL,OFFER_ID,ORDER_DATE,COST,REVENUE,PAY_METHOD,QUANTITY,RETN_REVENUE
163819,10125342309,77450,128955211,988039,E,WE,W11AFF,2011-11-11,40.16,99.95,PY,1,99.95
163820,10125615474,11706,128975814,988039,E,WE,A11LMB,2011-11-17,40.16,99.95,VI,1,
163821,10125879335,23661,129434947,988039,E,WE,W12EML,2012-06-03,39.31,79.95,VI,1,
163822,10125879335,23661,129434947,988039,E,WE,W12EML,2012-06-03,39.31,79.95,VI,1,
163823,10125997918,22207,129006670,988039,E,WE,W11SHP,2011-11-25,39.26,99.95,PY,1,99.95
163824,10126270954,89002,129028762,988039,E,WE,W11CMP,2011-11-29,40.16,99.95,MC,1,
163825,10126625678,60035,129058822,988039,E,WE,A11LMB,2011-12-03,40.16,99.95,MC,1,
163826,10126667547,10930,129064259,988039,E,WE,A11LCB,2011-12-04,39.31,99.95,PY,1,
163827,10126752209,59718,129073345,988039,E,WE,W11SHP,2011-12-05,39.31,99.95,AX,1,99.95
163828,10126761186,32751,129074238,988039,E,WE,W11WEB,2011-12-05,39.31,99.95,VI,1,99.95
163829,10127076128,91101,129103709,988039,E,WE,W11SHP,2011-12-08,39.31,99.95,AX,1,
163830,10127200572,15235,129115568,988039,E,WE,A11LCR,2011-12-09,39.31,99.95,MC,1,
163831,10127510526,19134,129147880,988039,E,WE,W11AFF,2011-12-13,39.31,99.95,PY,1,
163832,10127563426,94402,129152814,988039,E,WE,W11WEB,2011-12-13,39.31,99.95,PY,1,
163833,10127851035,29907,129182063,988039,E,WE,A11EGR,2011-12-16,39.31,99.95,VI,1,
163834,10127865117,94801,129183639,988039,E,WE,W11WEB,2011-12-16,39.31,99.95,VI,1,
163835,10128522181,28540,129234709,988039,E,WE,A12WNB,2012-01-10,39.31,99.95,VI,1,
163836,10128522181,28540,129234709,988039,E,WE,A12WNB,2012-01-10,39.31,99.95,VI,1,
163837,10128581294,45432,129240725,988039,E,WE,W12SHP,2012-01-14,39.31,99.95,MC,1,
163838,10128589682,38611,129241722,988039,E,WE,W12EML,2012-01-15,39.31,99.95,PY,1,
163839,10128904369,95120,129276735,988039,E,WE,A11LCR,2012-02-11,40.16,99.95,AX,1,
163840,10129246581,11357,129310746,988039,E,WE,W12CMP,2012-03-06,39.31,99.95,PY,1,
163841,10129728107,17562,129360026,988039,E,WE,W12WEB,2012-04-13,39.31,99.95,VI,1,
163842,10129923187,96744,129379428,988039,E,WE,A12ESB,2012-04-30,39.31,99.95,VI,1,
163843,10130118290,94589,129409253,988039,E,WE,A12FDB,2012-05-15,39.31,79.95,VI,1,
163844,10130300492,85255,129427337,988039,E,WE,A12FDB,2012-05-29,39.31,79.95,MC,1,
163845,10130398971,46030,129436618,988039,E,WE,A12SMB,2012-06-04,37.38,79.95,VI,1,
163846,10131761361,28021,129594112,988039,E,WE,A12EHB,2012-09-13,39.31,49.95,DI,1,
163855,10096010465,15668,128932823,991623,H,WE,W11WEB,2011-11-04,8.0,19.95,VI,1,
163856,10130220458,08701,129442358,991623,H,WE,W12SHP,2012-06-08,8.0,14.95,AX,1,
163857,10129850713,90272,129372512,992391,B,WE,A12ESB,2012-04-24,99.9,219.95,AX,1,
163858,10130981184,84032,129496520,992647,C,WE,W12WEB,2012-07-16,45.0,99.95,PY,1,
163859,10131247494,30071,129525253,992647,C,WE,A12PCB,2012-08-03,45.0,99.95,VI,1,
163860,10131353680,37604,129540632,992647,C,WE,A12OFM,2012-08-11,45.0,99.95,MC,1,
163861,10068276819,21028,129574756,993159,L,WE,W12SEM,2012-09-02,27.45,69.95,AX,1,
163952,10127475653,77437,129160154,988552,T,WE,W11WEB,2011-12-14,23.5,99.95,MC,1,
163953,10002296477,33029,128988286,989320,E,WE,A11LMB,2011-11-20,17.26,9.95,DI,1,
163954,10076028643,11577,128546621,989320,E,WE,W11SHP,2011-02-11,17.26,19.95,VI,1,
163955,10083637733,36067,129005336,989320,E,WE,W11EML,2011-11-25,17.26,9.95,MC,1,
163961,10118179504,27613,128510032,989320,E,WE,W11WEB,2011-01-22,17.26,19.95,VI,1,
163963,10120897800,60615,128524020,989320,E,WE,A11LWB,2011-01-31,17.26,19.95,VI,1,
163964,10121347228,80127,128572342,989320,E,WE,A11SPB,2011-03-03,17.26,19.95,MC,1,
163965,10122440924,91354,128668945,989320,E,WE,W11AFF,2011-05-23,17.26,19.95,VI,1,
163966,10124168911,22314,129057167,989320,E,WE,A11LCB,2011-12-03,17.26,9.95,VI,1,
163967,10124168911,22314,129057167,989320,E,WE,A11LCB,2011-12-03,17.26,9.95,VI,1,
163968,10125186640,46392,129005392,989320,E,WE,W11EML,2011-11-25,17.26,9.95,MC,1,
163969,10125362299,14009,128973727,989320,E,WE,A11VRD,2011-11-17,17.26,9.95,DI,1,
163970,10125610647,75119,128975390,989320,E,WE,W11WEB,2011-11-17,17.26,9.95,VI,1,
163971,10125610647,75119,128975390,989320,E,WE,W11WEB,2011-11-17,17.26,9.95,VI,1,
163972,10125918876,84047,129015883,989320,E,WE,W11EML,2011-11-27,17.26,9.95,DI,1,
163973,10125968105,27809,129004370,989320,E,WE,W11AFF,2011-11-25,17.26,9.95,AX,1,
163974,10125986610,92604,129005765,989320,E,WE,W11EML,2011-11-25,17.26,9.95,PY,1,
163975,10126018512,32571,129008487,989320,E,WE,A11GFB,2011-11-25,17.26,9.95,MC,1,
163976,10120917396,98310,128525884,989576,H,WE,W11WEB,2011-02-01,193.14,299.95,MC,1,
163977,10126517727,73701,129048686,989832,T,WE,W11SEM,2011-12-02,44.4,59.95,AX,1,
163978,10069250684,92869,128616845,991112,F,WE,W11WEB,2011-04-09,76.0,179.95,VI,1,
163979,10122656273,56721,128689567,991112,F,WE,A11SMB,2011-06-07,76.0,179.95,VI,1,
163980,10125041588,27534,128924032,991368,L,WE,A11GFB,2011-11-02,100.0,249.95,VI,1,
163981,10125197075,23060,128943843,991368,L,WE,A11GFB,2011-11-07,100.0,249.95,VI,1,
163982,10129082275,02493,129293600,991368,L,WE,W12WEB,2012-02-22,100.0,179.95,PY,1,
163983,10030741842,18901,129472197,991624,B,WE,W12WEB,2012-06-28,36.25,79.95,PY,1,
163984,10098936887,33837,128894455,991624,B,WE,A11EHB,2011-10-18,36.25,79.95,VI,1,
163985,10110940093,20171,129451726,991624,B,WE,W12AFF,2012-06-13,36.25,79.95,VI,1,
163986,10123235818,85743,128745216,991624,B,WE,W11SHP,2011-07-16,36.25,79.95,VI,1,
163987,10123414901,98070,128760561,991624,B,WE,W11SEM,2011-07-25,36.25,79.95,VI,1,
163988,10123870887,07869,128807594,991624,B,WE,W11WEB,2011-08-30,36.25,79.95,VI,1,79.95
163989,10124349907,60611,128850652,991624,B,WE,A11HLB,2011-09-28,36.25,79.95,VI,1,
163990,10124505404,05474,128864412,991624,B,WE,A11HLB,2011-10-06,36.25,79.95,VI,1,
163991,10124590436,97080,128877743,991624,B,WE,A11HLB,2011-10-12,36.25,79.95,VI,1,
163992,10124637560,85281,128887558,991624,B,WE,W11WEB,2011-10-16,36.25,79.95,MC,1,
163993,10124899257,M5T3L,128912461,991624,B,WE,W11WEB,2011-10-26,36.25,79.95,VI,1,
163994,10124987106,13126,128919848,991624,B,WE,W11CMP,2011-10-31,36.25,79.95,MC,1,
163995,10125144918,20003,128936409,991624,B,WE,W11CMP,2011-11-05,36.25,79.95,PY,1,
163996,10126075882,52353,129013796,991624,B,WE,W11CMP,2011-11-27,36.25,79.95,VI,1,
163997,10127114392,15147,129107239,991624,B,WE,W11WEB,2011-12-09,36.25,79.95,VI,1,
163998,10128191231,89147,129215857,991624,B,WE,A12WNB,2011-12-28,36.25,79.95,VI,1,
163999,10128214999,08251,129263087,991624,B,WE,W12SEM,2012-02-01,36.25,79.95,MC,1,
164000,10128214999,08251,129269491,991624,B,WE,W12SEM,2012-02-06,36.25,79.95,MC,1,
164001,10128933741,34688,129279614,991624,B,WE,W12SEM,2012-02-13,36.25,79.95,AX,1,79.95
164002,10129191098,60137,129305425,991624,B,WE,W12SHP,2012-03-03,36.25,79.95,PY,1,
164003,10130191725,27592,129415844,991624,B,WE,W12SEM,2012-05-19,36.25,79.95,DI,1,
164004,10130260957,37129,129422548,991624,B,WE,A12FDB,2012-05-24,36.25,79.95,VI,1,
164005,10130361929,53147,129433349,991624,B,WE,A12SMB,2012-06-02,36.25,79.95,PY,1,
164006,10131408351,32204,129559220,991624,B,WE,W12EML,2012-08-23,36.25,79.95,AX,1,
164007,10131476283,23451,129559097,991624,B,WE,W12SHP,2012-08-23,36.25,79.95,PY,1,
164008,10131480186,11946,129559776,991624,B,WE,W12EML,2012-08-23,36.25,79.95,VI,1,
164009,10131480186,11946,129559776,991624,B,WE,W12EML,2012-08-23,36.25,79.95,VI,1,
164010,10131483914,10069,129560484,991624,B,WE,W12EML,2012-08-24,36.25,79.95,VI,1,
164011,10131483914,10069,129579378,991624,B,WE,W12EML,2012-09-05,36.25,79.95,VI,1,
164012,10131515651,20120,129566062,991624,B,WE,W12EML,2012-08-28,36.25,79.95,MC,1,
164013,10131537291,29928,129569236,991624,B,WE,W12EML,2012-08-30,36.25,79.95,MC,1,
164135,10047817147,14075,128853587,988041,B,WE,W11WEB,2011-09-30,24.14,79.95,VI,1,
164136,10047995157,14075,128843023,988041,B,WE,A11EHB,2011-09-23,24.14,79.95,VI,1,
164140,10120619041,37138,128494673,988041,B,WE,W11WEB,2011-01-11,24.14,79.95,VI,1,
164141,10121110686,33060,128552020,988041,B,WE,W11EML,2011-02-15,24.14,79.95,AX,1,
164142,10121110686,33060,128552020,988041,B,WE,W11EML,2011-02-15,24.14,79.95,AX,1,
164143,10125192662,28115,129548710,988041,B,WE,A12OFM,2012-08-16,24.14,79.95,AX,1,
164144,10131583740,80104,129575956,988041,B,WE,A12EHB,2012-09-03,24.14,79.95,VI,1,
164149,10126210018,96722,129024280,991369,X,WE,A11GFP,2011-11-28,102.95,229.95,MC,1,
164150,10089933267,70808,129311456,991881,C,WE,W12WEB,2012-03-07,45.0,99.95,BM,1,99.95
164151,10114987668,08215,129494594,991881,C,WE,A12PCB,2012-07-14,45.0,99.95,VI,1,
164152,10117316972,60487,129416369,991881,C,WE,A12FDB,2012-05-20,45.0,99.95,DI,1,
164153,10124194937,30075,129403657,991881,C,WE,W12EML,2012-05-11,45.0,99.95,VI,1,
164154,10125749406,77027,129462721,991881,C,WE,W12WEB,2012-06-22,45.0,99.95,MC,1,
164155,10129054907,95148,129290926,991881,C,WE,A12SPB,2012-02-20,45.0,99.95,PY,1,
164156,10129428213,55116,129330701,991881,C,WE,W12SHP,2012-03-21,45.0,99.95,AX,1,
164157,10129438227,77346,129331877,991881,C,WE,A12SPB,2012-03-22,45.0,99.95,MC,1,
164158,10129614009,02445,129417986,991881,C,WE,W12EML,2012-05-21,45.0,99.95,VI,1,
164159,10130359900,92009,129433128,991881,C,WE,W12SHP,2012-06-02,45.0,99.95,VI,1,
164160,10130395894,89052,129436360,991881,C,WE,A12SMB,2012-06-04,45.0,99.95,VI,1,
164161,10130407279,19038,129437357,991881,C,WE,W12EML,2012-06-05,45.0,99.95,AX,1,
164162,10130463240,11234,129441604,991881,C,WE,W12EML,2012-06-07,45.0,99.95,MC,1,
164163,10130493633,46319,129444473,991881,C,WE,W12EML,2012-06-09,45.0,99.95,AX,1,
164164,10130882117,81507,129484628,991881,C,WE,W12SEM,2012-07-07,45.0,99.95,MC,1,
164165,10131138790,27357,129510736,991881,C,WE,A12PCB,2012-07-24,45.0,109.95,VI,1,
164360,10092345913,85261,128591951,982921,C,WE,A11OTB,2011-03-20,11.5,29.95,VI,1,
164471,10121772576,85021,128609021,921738,C,WE,W11AFF,2011-04-03,24.0,59.95,VI,1,59.95
164472,10122343739,85710,128660670,921738,C,WE,A11FDB,2011-05-17,24.0,59.95,VI,1,
164473,10122468711,60062,128671250,921738,C,WE,A11FDB,2011-05-25,24.0,59.95,VI,1,
164478,10070945025,25705,128551235,989066,C,WE,A11LWB,2011-02-15,70.0,149.95,VI,1,
164479,10080878132,55419,129132407,989066,C,WE,W11WEB,2011-12-11,73.5,159.95,VI,1,159.95
164481,10116952415,30075,129159740,989066,C,WE,A11LCR,2011-12-14,73.5,159.95,AX,1,
164483,10120773625,28172,128511110,989066,C,WE,W11EML,2011-01-23,70.0,149.95,AX,1,149.95
164484,10120896382,19115,128523744,989066,C,WE,W11SHP,2011-01-31,70.0,149.95,MC,1,149.95
164485,10125197849,80503,128943939,989066,C,WE,A11GFB,2011-11-07,73.5,159.95,VI,1,159.95
164486,10125747027,31820,128986355,989066,C,WE,W11WEB,2011-11-20,73.5,159.95,VI,1,
164487,10125826146,01069,128992241,989066,C,WE,W11SHP,2011-11-21,73.5,159.95,DI,1,
164488,10126263966,88042,129028577,989066,C,WE,W11WEB,2011-11-29,73.5,159.95,MC,1,
164489,10126543741,54937,129050898,989066,C,WE,A11GFP,2011-12-02,73.5,159.95,MC,1,
164490,10127621561,90266,129159284,989066,C,WE,A11LMB,2011-12-14,73.5,159.95,AX,1,
164491,9994275778,29576,128511007,989578,P,WE,A10LCB,2011-01-23,23.0,49.95,MC,1,
164492,9996778161,81122,128507381,989578,P,WE,A10LMB,2011-01-20,23.0,49.95,VI,1,
164493,10021332932,77380,128516826,989578,P,WE,A11WNB,2011-01-26,23.0,49.95,MC,1,
164494,10022722892,74137,128657740,989578,P,WE,A11FDB,2011-05-15,23.0,49.95,VI,1,
164495,10056085043,37205,128488928,989578,P,WE,W11SEM,2011-01-07,23.0,49.95,AX,1,
164496,10057486842,01821,129237622,989578,P,WE,W12WEB,2012-01-12,23.0,49.95,PY,1,
164497,10057486842,01821,129237622,989578,P,WE,W12WEB,2012-01-12,23.0,49.95,PY,1,
164498,10059799110,07090,129082404,989578,P,WE,W11SHP,2011-12-06,23.0,49.95,PY,1,
164499,10064173592,08701,128773101,989578,P,WE,W11SHP,2011-08-04,23.0,49.95,AX,1,
164500,10088219718,48307,128533339,989578,P,WE,W11WEB,2011-02-04,23.0,49.95,MC,1,
164501,10092094106,88061,128605710,989578,P,WE,A11OTB,2011-04-01,23.0,49.95,VI,1,
164502,10094349022,04268,128500719,989578,P,WE,W11SEM,2011-01-15,23.0,49.95,VI,1,
164503,10095711022,95031,129300056,989578,P,WE,A12SPB,2012-02-28,23.0,49.95,VI,1,
164505,10101179016,80526,128529043,989578,P,WE,W11AFF,2011-02-02,23.0,49.95,VI,1,
164507,10111512898,18951,129314687,989578,P,WE,A12OTB,2012-03-09,23.0,49.95,PY,1,
164511,10116598752,72956,129427914,989578,P,WE,A12FDB,2012-05-29,23.0,49.95,MC,1,
164517,10117910923,63052,129153037,989578,P,WE,A11LMB,2011-12-13,23.0,49.95,VI,1,
164531,10119522338,85741,128966096,989578,P,WE,W11WEB,2011-11-15,23.0,49.95,MC,1,
164536,10121036196,95630,128545655,989578,P,WE,W11SHP,2011-02-10,23.0,49.95,VI,1,
164537,10121268945,33143,128565344,989578,P,WE,A11SPB,2011-02-25,23.0,49.95,AX,1,
164538,10121489153,34691,128584893,989578,P,WE,A11SPB,2011-03-14,23.0,49.95,VI,1,
164539,10121499869,23027,128585693,989578,P,WE,A11OTB,2011-03-14,23.0,49.95,AX,1,
164540,10121630227,50703,128597824,989578,P,WE,A11LSB,2011-03-26,23.0,49.95,VI,1,
164541,10121690031,92128,128602697,989578,P,WE,W11WEB,2011-03-30,23.0,49.95,VI,1,
164542,10122534652,26287,128678021,989578,P,WE,A11FDB,2011-05-30,23.0,49.95,VI,1,
164543,10122540757,95240,128678563,989578,P,WE,W11WEB,2011-05-31,23.0,49.95,VI,1,
164544,10122632506,92021,128687648,989578,P,WE,W11SEM,2011-06-06,23.0,49.95,AX,1,
164545,10122736596,21212,128696403,989578,P,WE,A11SMB,2011-06-10,23.0,49.95,MC,1,
164546,10123162279,33131,128738394,989578,P,WE,A11SMB,2011-07-10,23.0,49.95,VI,1,
164547,10123261651,81401,128747530,989578,P,WE,W11SHP,2011-07-18,23.0,49.95,MC,1,
164548,10123307545,59601,128750678,989578,P,WE,A11LSB,2011-07-20,23.0,49.95,MC,1,
164549,10123341279,70507,128753655,989578,P,WE,A11PCB,2011-07-21,23.0,49.95,MC,1,
164550,10123587486,10302,128777598,989578,P,WE,W11WEB,2011-08-07,23.0,49.95,VI,1,
164551,10123674529,21738,128785423,989578,P,WE,A11PCB,2011-08-13,23.0,49.95,MC,1,
164552,10123915512,19102,128812714,989578,P,WE,A11PCB,2011-09-03,23.0,49.95,AX,1,
164553,10124191582,71342,128837179,989578,P,WE,A11EHB,2011-09-19,23.0,49.95,MC,1,
164554,10124191582,71342,128837179,989578,P,WE,A11EHB,2011-09-19,23.0,49.95,MC,1,
164555,10124191582,71342,128837179,989578,P,WE,A11EHB,2011-09-19,23.0,49.95,MC,1,
164556,10124191582,71342,128837179,989578,P,WE,A11EHB,2011-09-19,23.0,49.95,MC,1,
164557,10124554765,24503,128870819,989578,P,WE,A11HLB,2011-10-10,23.0,49.95,MC,1,
164558,10124708171,23221,128895540,989578,P,WE,W11EML,2011-10-19,23.0,49.95,AX,1,
164559,10124785211,91301,128900178,989578,P,WE,W11WEB,2011-10-21,23.0,49.95,VI,1,
164560,10124839826,30263,128905149,989578,P,WE,A11GFP,2011-10-24,23.0,49.95,AX,1,
164561,10124933800,11222,128915152,989578,P,WE,W11WEB,2011-10-28,23.0,49.95,AX,1,
164562,10125389159,33410,129378567,989578,P,WE,W12WEB,2012-04-29,23.0,49.95,AX,1,
164563,10125619054,07869,128976046,989578,P,WE,A11LMB,2011-11-17,23.0,49.95,MC,1,
164564,10125726271,V3S0J,128984401,989578,P,WE,W11WEB,2011-11-20,23.0,49.95,AX,1,
164565,10125746418,80759,128986281,989578,P,WE,W11SHP,2011-11-20,23.0,49.95,VI,1,
164566,10125769461,98026,128988633,989578,P,WE,A11GFP,2011-11-20,23.0,49.95,VI,1,
164567,10125896155,30044,128997610,989578,P,WE,A11LMB,2011-11-23,23.0,49.95,MC,1,
164568,10126155890,01040,129020594,989578,P,WE,W11SEM,2011-11-28,23.0,49.95,VI,1,
164569,10126184156,07079,129022106,989578,P,WE,W11WEB,2011-11-28,23.0,49.95,AX,1,
164570,10126235512,62863,129026259,989578,P,WE,A11LMB,2011-11-29,23.0,49.95,VI,1,
164571,10126383601,43551,129303726,989578,P,WE,W12EML,2012-03-01,23.0,49.95,MC,1,
164572,10126855723,80209,129083348,989578,P,WE,W11WEB,2011-12-06,23.0,49.95,PY,1,
164573,10127086731,02493,129159760,989578,P,WE,W11WEB,2011-12-14,23.0,49.95,AX,1,
164574,10127086731,02493,129159760,989578,P,WE,W11WEB,2011-12-14,23.0,49.95,AX,1,
164575,10127086731,02493,129159760,989578,P,WE,W11WEB,2011-12-14,23.0,49.95,AX,1,
164576,10127086731,02493,129159760,989578,P,WE,W11WEB,2011-12-14,23.0,49.95,AX,1,
164577,10127142829,60073,129110676,989578,P,WE,A11LCR,2011-12-09,23.0,49.95,VI,1,
164578,10127142829,60073,129110676,989578,P,WE,A11LCR,2011-12-09,23.0,49.95,VI,1,
164579,10127221758,88201,129117947,989578,P,WE,A11LCR,2011-12-09,23.0,49.95,VI,1,
164580,10127325270,87031,129130223,989578,P,WE,A11LCR,2011-12-11,23.0,49.95,VI,1,
164581,10127586698,33458,129152799,989578,P,WE,A11EGR,2011-12-13,23.0,49.95,MC,1,
164582,10127740064,08322,129170830,989578,P,WE,A11GFB,2011-12-15,23.0,49.95,PY,1,
164583,10127882757,19096,129186162,989578,P,WE,W11AFF,2011-12-17,23.0,49.95,PY,1,
164584,10128217533,29438,129443070,989578,P,WE,W12SEM,2012-06-08,23.0,49.95,MC,1,
164585,10128260367,88038,129223017,989578,P,WE,A12WNB,2012-01-01,23.0,49.95,VI,1,
164586,10128265639,30904,129223817,989578,P,WE,W11SEM,2012-01-02,23.0,49.95,VI,1,
164587,10128528227,84093,129235220,989578,P,WE,W12EML,2012-01-10,23.0,49.95,DI,1,
164588,10128907381,93065,129497066,989578,P,WE,W12WEB,2012-07-16,23.0,49.95,VI,1,
164589,10128933757,28312,129279616,989578,P,WE,A12SPB,2012-02-13,23.0,49.95,VI,1,
164590,10129093559,86405,129294619,989578,P,WE,A12SPB,2012-02-23,23.0,49.95,VI,1,
164591,10129130504,33483,129299225,989578,P,WE,A12SPB,2012-02-27,23.0,49.95,AX,1,
164592,10129172381,04011,129303281,989578,P,WE,A12SPB,2012-03-01,23.0,49.95,VI,1,
164593,10129192436,14485,129305576,989578,P,WE,W12SEM,2012-03-03,23.0,49.95,VI,1,
164594,10129760860,27603,129363859,989578,P,WE,W12EML,2012-04-17,23.0,49.95,MC,1,
164595,10129773269,94965,129367202,989578,P,WE,W12SEM,2012-04-20,23.0,49.95,PY,1,
164596,10129781644,32653,129365972,989578,P,WE,W12WEB,2012-04-19,23.0,49.95,VI,1,
164597,10129887350,91387,129375733,989578,P,WE,W12WEB,2012-04-26,23.0,49.95,VI,1,
164598,10129890732,92677,129471692,989578,P,WE,W12WEB,2012-06-27,23.0,49.95,PY,1,
164599,10129890732,92677,129471692,989578,P,WE,W12WEB,2012-06-27,23.0,49.95,PY,1,
164600,10129932980,73012,129380199,989578,P,WE,W12SEM,2012-04-30,23.0,49.95,PY,1,
164601,10129993229,98233,129396797,989578,P,WE,A12OTB,2012-05-05,23.0,49.95,VI,1,
164602,10130499258,22306,129444998,989578,P,WE,W12SEM,2012-06-09,23.0,49.95,VI,1,
164603,10130793082,34120,129474525,989578,P,WE,A12SMB,2012-06-29,23.0,49.95,PY,1,
164604,10131180612,45211,129515715,989578,P,WE,W12CMP,2012-07-28,23.0,49.95,MC,1,
164605,10084648811,10023,128759823,990090,P,WE,W11WEB,2011-07-25,84.0,199.95,VI,1,
164606,10123602333,19350,128778867,990090,P,WE,W11SEM,2011-08-08,84.0,199.95,MC,1,
164607,10124337779,68007,128850052,990090,P,WE,A11MSB,2011-09-28,84.0,199.95,VI,1,
164608,10127305619,10028,129128353,990090,P,WE,W11AFF,2011-12-11,84.0,199.95,AX,1,
164609,10127392294,29488,129137887,990090,P,WE,A11HLB,2011-12-12,84.0,199.95,MC,1,
164610,10127607865,53132,129157042,990090,P,WE,W11WEB,2011-12-13,84.0,199.95,VI,1,
164611,10125010320,14569,128921435,991370,X,WE,A11GFP,2011-11-01,214.7,499.95,VI,1,
164612,10125676302,99212,128980161,991370,X,WE,W11SHP,2011-11-18,214.7,499.95,PY,1,
164613,10130052301,85282,129414716,991882,F,WE,A12FDB,2012-05-18,81.6,199.95,VI,1,
164614,10130052301,85282,129414716,991882,F,WE,A12FDB,2012-05-18,81.6,199.95,VI,1,
164615,10131140861,92620,129510992,991882,F,WE,A12PCB,2012-07-25,84.31,99.95,MC,1,
164616,10131140861,92620,129510992,991882,F,WE,A12PCB,2012-07-25,84.31,99.95,MC,1,
164617,10131679397,44129,129584821,992650,K,WE,A12EHB,2012-09-08,18.0,39.95,DI,1,
164815,10116949757,98037,128582892,921483,C,WE,W11WEB,2011-03-12,24.0,59.95,VI,1,
164820,10119057978,93257,128633498,921483,C,WE,W11SEM,2011-04-25,24.0,59.95,VI,1,
164822,10120496662,20880,128483063,921483,C,WE,A11WNB,2011-01-04,24.0,59.95,VI,1,
164823,10120811943,29576,128514847,921483,C,WE,A11LWB,2011-01-25,24.0,59.95,VI,1,
164824,10120872747,90277,128521070,921483,C,WE,W11WEB,2011-01-29,24.0,59.95,AX,1,
164825,10121397513,78873,128576840,921483,C,WE,W11CMP,2011-03-07,24.0,59.95,VI,1,
164826,10121487892,48442,128584667,921483,C,WE,W11AFF,2011-03-14,24.0,59.95,VI,1,
164827,10121908806,92704,128620515,921483,C,WE,W11SEM,2011-04-13,24.0,59.95,VI,1,
164828,10122985159,19344,128722690,921483,C,WE,A11MSB,2011-06-27,24.0,59.95,VI,1,
164830,10109430749,94043,128666614,921739,C,WE,W11EML,2011-05-21,24.0,59.95,VI,1,
164834,10120776568,34221,128511436,921739,C,WE,W11EML,2011-01-23,24.0,59.95,VI,1,59.95
164846,10110513115,72661,128820857,987275,E,WE,W11SHP,2011-09-08,22.5,29.95,DI,1,
164851,10113427129,27707,128700791,987275,E,WE,A11FDB,2011-06-13,22.5,29.95,VI,1,
164853,10120872434,28461,128526649,987275,E,WE,W11SHP,2011-02-01,22.5,29.95,VI,1,
164854,10122022599,61856,128631842,987275,E,WE,W11WEB,2011-04-23,22.5,29.95,VI,1,
164855,10122289378,06416,128656029,987275,E,WE,W11SHP,2011-05-13,22.5,29.95,MC,1,
164856,10122615608,V3S3E,128686090,987275,E,WE,W11WEB,2011-06-05,22.5,29.95,VI,1,
164857,10122615608,V3S3E,128718842,987275,E,WE,W11WEB,2011-06-25,22.5,29.95,VI,1,
164858,10123849075,10012,128804875,987275,E,WE,W11EML,2011-08-29,22.5,29.95,AX,1,
164865,10122859414,91351,128708078,987787,T,WE,W11EML,2011-06-17,166.7,299.95,VI,1,
164870,10075877025,93637,128484134,988811,P,WE,A10LCR,2011-01-04,13.0,29.95,VI,1,
164939,10120477935,59601,128481393,988811,P,WE,A10GFP,2011-01-03,13.0,29.95,AX,1,29.95
164940,10120779473,33070,128511849,988811,P,WE,A10LMB,2011-01-23,13.0,29.95,MC,1,
164941,10120845133,75652,128518088,988811,P,WE,W11WEB,2011-01-27,13.0,29.95,VI,1,
164942,10121278952,32405,128566290,988811,P,WE,A10LCR,2011-02-26,13.0,29.95,VI,1,29.95
164944,10073966390,23703,129372008,990091,E,WE,W12EML,2012-04-24,15.0,29.95,AX,1,
164945,10073966390,23703,129372008,990091,E,WE,W12EML,2012-04-24,15.0,29.95,AX,1,
164946,10107633255,95765,129417039,990091,E,WE,W12SEM,2012-05-20,15.0,29.95,AX,1,
164947,10118771391,75785,129482373,990091,E,WE,W12EML,2012-07-05,15.0,29.95,VI,1,
164948,10121929614,94403,129114931,990091,E,WE,A11LCR,2011-12-09,15.0,29.95,AX,1,
164949,10121929614,94403,129372564,990091,E,WE,W12EML,2012-04-24,15.0,29.95,AX,1,
164950,10126680978,27330,129065553,990091,E,WE,W11WEB,2011-12-04,15.0,29.95,PY,1,
164951,10126702097,21015,129064992,990091,E,WE,W11WEB,2011-12-04,15.0,29.95,VI,1,
164952,10126703774,33972,129152811,990091,E,WE,W11WEB,2011-12-13,15.0,29.95,VI,1,
164953,10126903348,95901,129086740,990091,E,WE,W11WEB,2011-12-06,15.0,29.95,VI,1,
164954,10127185632,27030,129114054,990091,E,WE,W11EML,2011-12-09,15.0,29.95,AX,1,
164955,10127339594,70360,129131478,990091,E,WE,W11SHP,2011-12-11,15.0,29.95,VI,1,
164956,10127379194,70605,129135616,990091,E,WE,W11WEB,2011-12-11,15.0,29.95,PY,1,
164957,10127491492,11030,129146163,990091,E,WE,W11EML,2011-12-12,15.0,29.95,AX,1,
164958,10127632550,74401,129160362,990091,E,WE,W11CMP,2011-12-14,15.0,29.95,VI,1,
164959,10127794696,01915,129176356,990091,E,WE,W11CMP,2011-12-16,15.0,29.95,AX,1,
164960,10127854731,79331,129182411,990091,E,WE,W11WEB,2011-12-16,15.0,29.95,VI,1,
164961,10127854731,79331,129182411,990091,E,WE,W11WEB,2011-12-16,15.0,29.95,VI,1,
164962,10127854731,79331,129182411,990091,E,WE,W11WEB,2011-12-16,15.0,29.95,VI,1,
164963,10128262365,78006,129223293,990091,E,WE,W11EML,2012-01-01,15.0,29.95,VI,1,
164964,10128620808,53000,129244864,990091,E,WE,W12WEB,2012-01-18,15.0,29.95,MC,1,
164965,10128807581,98119,129303209,990091,E,WE,W12EML,2012-03-01,15.0,29.95,MC,1,
